Count,City,State/Province,Longitude,Latitude
2,Saint Paul, MN,-93.08,44.89
9,Saint Petersburg, FL,-82.75,27.82
2,Salem, MA,-70.89,42.52
3,Salem, NH,-71.22,42.77
13,Salem, OR,-123.04,44.94
2,Salem, VA,-80.03,37.3
1,Salida, CO,-105.99,38.54
3,Salina, KS,-97.61,38.87
12,Salinas, CA,-121.65,36.66
2,Salisbury, MD,-75.57,38.41
1,Salisbury, NC,-80.46,35.66
1,Salmon Creek, WA,-122.65,45.72
28,Salt Lake City, UT,-111.87,40.76
4,Sammamish, WA,-122.04,47.61
4,San Angelo, TX,-100.48,31.45
1,San Anselmo, CA,-122.56,37.98
82,San Antonio, TX,-98.47,29.61
8,San Bernardino, CA,-117.33,34.18
5,San Bruno, CA,-122.42,37.64
3,San Carlos, CA,-122.26,37.5
7,San Clemente, CA,-117.6,33.46
138,San Diego, CA,-117.06,33.02
4,San Dimas, CA,-117.8,34.11
1,San Fernando, CA,-118.44,34.28
1,San Francisco Intl A, CA,-122.4,37.62
90,San Francisco, CA,-122.41,37.78
1,San Gabriel, CA,-118.07,34.12
2,San Jacinto, CA,-116.97,33.8
85,San Jose, CA,-121.86,37.22
3,San Juan Capistrano, CA,-117.66,33.5
6,San Leandro, CA,-122.14,37.71
1,San Lorenzo, CA,-122.13,37.69
10,San Luis Obispo, CA,-120.66,35.3
11,San Marcos, CA,-117.12,33.14
5,San Marcos, TX,-97.94,29.89
1,San Marino, CA,-118.11,34.12
13,San Mateo, CA,-122.29,37.53
3,San Pablo, CA,-122.33,37.95
6,San Pedro, CA,-118.29,33.76
7,San Rafael, CA,-122.53,37.97
9,San Ramon, CA,-121.96,37.76
1,San Ysidro, CA,-117.04,32.54
2,Sand City, CA,-121.84,36.62
1,Sand Springs, OK,-96.11,36.13
1,Sandiego, CA,-117.07,33.02
2,Sandpoint, ID,-116.55,48.27
3,Sandusky, OH,-82.7,41.43
2,Sandy Springs, GA,-84.38,33.91
3,Sandy, OR,-122.28,45.4
6,Sandy, UT,-111.84,40.58
2,Sanford, FL,-81.24,28.78
1,Sanford, NC,-79.14,35.45
1,Sanger, CA,-119.56,36.71
19,Santa Ana, CA,-117.87,33.75
10,Santa Barbara, CA,-119.65,34.42
15,Santa Clara, CA,-122.0,37.35
14,Santa Clarita, CA,-118.52,34.37
3,Santa Cruz, CA,-121.99,36.96
5,Santa Fe Springs, CA,-118.07,33.97
10,Santa Fe, NM,-105.95,35.68
7,Santa Maria, CA,-120.43,34.92
21,Santa Monica, CA,-118.45,34.02
2,Santa Paula, CA,-119.07,34.35
22,Santa Rosa, CA,-122.71,38.42
5,Santee, CA,-116.98,32.84
19,Sarasota, FL,-82.49,27.23
3,Saratoga Springs, NY,-73.74,43.1
4,Saratoga, CA,-122.03,37.26
1,Saratoga, NY,-73.79,43.07
3,Saugus, CA,-118.54,34.43
2,Saugus, MA,-71.02,42.48
2,Sausalito, CA,-122.48,37.86
2,Savage, MN,-93.38,44.75
15,Savannah, GA,-81.23,32.14
2,Sayville, NY,-73.08,40.74
1,Scappoose, OR,-122.88,45.74
1,Scarborough, ME,-70.33,43.59
3,Scarsdale, NY,-73.81,40.97
13,Schaumburg, IL,-88.04,42.05
1,Schenectady, NY,-73.91,42.78
1,Schereville, IN,-87.47,41.52
1,Schertz, TX,-98.28,29.6
2,Schiller Park, IL,-87.88,41.95
1,Schofield Barracks, HI,-158.09,21.49
1,Scotia, NY,-73.93,42.87
1,Scotrun, PA,-75.32,41.06
3,Scotts Valley, CA,-122.03,37.04
1,Scottsbluff, NE,-103.66,41.85
41,Scottsdale, AZ,-111.87,33.62
1,Scranton, PA,-75.67,41.41
1,Scranton,", PA",-75.66,41.41
1,Sea Girt, NJ,-74.06,40.14
1,Seabrook, NH,-70.87,42.88
5,Seal Beach, CA,-118.07,33.78
2,Searcy, AR,-91.73,35.25
2,Seaside, CA,-121.79,36.65
1,Seaside, OR,-123.92,45.99
156,Seattle, WA,-122.32,47.55
1,Seattlle, WA,-122.31,47.73
2,Sebastopol, CA,-122.82,38.39
1,Sebring, FL,-81.49,27.5
2,Secaucus, NJ,-74.06,40.78
1,Sedalia, MO,-93.26,38.71
4,Sedona, AZ,-111.76,34.87
2,Seekonk, MA,-71.32,41.8
1,Seguin, TX,-97.95,29.6
1,Selbyville, DE,-75.11,38.47
1,Selden, NY,-73.06,40.86
3,Selinsgrove, PA,-76.83,40.84
1,Selma, CA,-119.63,36.58
1,Selma, TX,-98.33,29.57
2,Seminole, FL,-82.79,27.84
1,Seneca, SC,-82.94,34.7
2,Sequim, WA,-123.13,48.08
1,Setauket, NY,-73.11,40.94
3,Severna Park, MD,-76.58,39.08
2,Sevierville, TN,-83.57,35.83
1,Seville, OH,-81.91,41.03
1,Seward, AK,-149.43,60.13
2,Sewell, NJ,-75.08,39.75
2,Sewickley, PA,-80.18,40.54
1,Seymour, CT,-73.09,41.4
1,Shakopee, MN,-93.41,44.78
1,Sharonville, OH,-84.39,39.3
1,Shavano Park, TX,-98.56,29.6
2,Shawnee Mission, KS,-94.76,38.97
3,Shawnee, KS,-94.73,39.02
1,Shawnee, OK,-96.93,35.38
3,Sheboygan, WI,-87.72,43.76
5,Shelby Township, MI,-82.98,42.63
1,Shelby, NC,-81.57,35.29
1,Shelbyville, IN,-85.74,39.53
1,Shelbyville, KY,-85.2,38.22
1,Shelton, CT,-73.11,41.29
1,Shelton, WA,-123.11,47.21
1,Shepherdsville, KY,-85.71,37.99
1,Sheridan, CO,-105.01,39.65
1,Sheridian, WY,-106.94,44.77
7,Sherman Oaks, CA,-118.43,34.15
3,Sherman, TX,-96.61,33.66
4,Sherwood, OR,-122.84,45.37
1,Shippensburg, PA,-77.52,40.06
4,Shoreline, WA,-122.34,47.76
2,Shoreview, MN,-93.14,45.06
2,Shorewood, IL,-88.2,41.52
1,Shorewood, WI,-87.89,43.09
1,Short Hills, NJ,-74.36,40.74
1,Short Pump, VA,-77.62,37.65
1,Shorthills, NJ,-74.36,40.74
1,Show Low, AZ,-110.05,34.25
7,Shreveport, LA,-93.66,32.51
1,Shrewsbury, MA,-71.7,42.28
1,Shrewsbury, NJ,-74.06,40.33
1,Shrewsbury, PA,-76.67,39.77
2,Sicklerville, NJ,-75.01,39.74
1,Sidney, NE,-102.99,41.14
1,Sidney, OH,-84.19,40.29
1,Sierra Madre, CA,-118.05,34.16
3,Sierra Vista, AZ,-110.26,31.56
2,Signal Hill, CA,-118.18,33.81
11,Silver Spring, MD,-77.05,39.09
4,Silverdale, WA,-122.69,47.65
1,Silverthorne, CO,-106.07,39.63
1,Silverton, OR,-122.79,45.0
10,Simi Valley, CA,-118.74,34.28
2,Simpsonville, SC,-82.26,34.71
1,Simsbury, CT,-72.8,41.88
5,Sioux City, IA,-96.42,42.51
11,Sioux Falls, SD,-96.77,43.51
6,Skokie, IL,-87.75,42.04
4,Slidell, LA,-89.75,30.28
1,Slingerlands, NY,-73.86,42.64
1,Slippery Rock, PA,-80.05,41.06
1,Sloatsburg, NY,-74.19,41.15
1,Smithfield, NC,-78.32,35.51
2,Smithfield, RI,-71.53,41.87
1,Smithfield, VA,-76.6,36.96
1,Smithtown, NY,-73.19,40.86
4,Smyrna, GA,-84.49,33.84
2,Smyrna, TN,-86.56,35.98
2,Snellville, GA,-84.01,33.87
5,Snohomish, WA,-122.1,47.93
1,Snoqualmie, WA,-121.87,47.53
1,Snowmass Village, CO,-106.95,39.21
1,Snowshoe, WV,-80.0,38.4
2,Solana Beach, CA,-117.25,33.0
2,Soldotna, AK,-151.05,60.49
1,Soledad, CA,-121.32,36.42
2,Solon, OH,-81.44,41.38
1,Somers Point, NJ,-74.6,39.33
1,Somers, NY,-73.7,41.33
1,Somerset, KY,-84.63,37.05
1,Somerset, NJ,-74.52,40.52
3,Somerset, PA,-79.2,40.1
1,Somersworth, NH,-70.88,43.23
4,Somerville, MA,-71.11,42.39
1,Somerville, NJ,-74.62,40.57
2,Sonoma, CA,-122.47,38.29
3,Sonora, CA,-120.37,37.97
2,Soquel, CA,-121.96,36.99
2,South Amboy, NJ,-74.3,40.46
1,South Beach, FL,-80.13,25.79
7,South Bend, IN,-86.25,41.68
2,South Boston, MA,-71.04,42.34
1,South Brookline, MA,-71.15,42.3
1,South Brunswick, NJ,-74.57,40.38
2,South Burlington, VT,-73.18,44.47
1,South Charleston, WV,-81.73,38.36
1,South Corona, CA,-117.45,33.75
1,South Dennis, MA,-70.16,41.71
1,South El Monte, CA,-118.03,34.04
2,South Elgin, IL,-88.34,41.99
1,South Euclid, OH,-81.54,41.5
1,South Gate, CA,-118.17,33.95
1,South Holland, IL,-87.6,41.58
3,South Jordan, UT,-111.98,40.54
4,South Lake Tahoe, CA,-119.94,38.95
2,South Lebanon, OH,-84.22,39.38
1,South Lyon, MI,-83.56,42.46
1,South Ogden, UT,-111.94,41.16
1,South Orange, NJ,-74.26,40.75
3,South Pasadena, CA,-118.15,34.12
1,South Plainfield, NJ,-74.43,40.55
4,South Portland, ME,-70.35,43.63
1,South Riding, VA,-77.51,38.92
1,South Salt Lake City, UT,-111.89,40.73
4,South San Francisco, CA,-122.45,37.66
1,Southampton, NY,-72.39,40.89
1,Southborough, MA,-71.52,42.29
1,Southbury, CT,-73.23,41.46
1,Southeastern, PA,-75.44,40.08
4,Southfield, MI,-83.29,42.5
2,Southgate, CA,-118.22,33.96
1,Southhaven, MS,-89.99,34.96
2,Southington, CT,-72.87,41.63
4,Southlake, TX,-97.13,32.94
1,Southland, MI,-83.26,42.2
1,Spanaway, WA,-122.42,47.07
1,Spanish Fork, UT,-111.65,40.12
1,Spanish Fort, AL,-87.85,30.67
9,Sparks, NV,-119.74,39.52
4,Spartanburg, SC,-81.99,34.94
1,Spearfish, SD,-103.86,44.5
1,Spencer, IA,-95.15,43.15
1,Spirit Lake, IA,-95.11,43.42
3,Spokane Valley, WA,-117.28,47.68
35,Spokane, WA,-117.41,47.65
2,Spring Hill, FL,-82.6,28.5
2,Spring Hill, TN,-86.94,35.74
2,Spring Valley, CA,-117.01,32.71
1,Spring Valley, TX,-95.5,29.79
16,Spring, TX,-95.53,30.0
1,Springdale, AR,-94.18,36.18
2,Springdale, OH,-84.45,39.29
7,Springfield, IL,-89.7,39.77
1,Springfield, MA,-72.59,42.1
17,Springfield, MO,-93.27,37.16
5,Springfield, OR,-123.02,44.06
2,Springfield, PA,-75.35,39.91
8,Springfield, VA,-77.18,38.78
1,Springhouse, PA,-75.23,40.19
1,St Augustine, FL,-81.41,29.92
3,St Charles, IL,-88.26,41.92
1,St Cloud, MN,-94.15,45.57
1,St Helens, OR,-122.83,45.85
2,St John, IN,-87.47,41.44
1,St Joseph, MI,-86.49,42.08
1,St Joseph, MO,-94.81,39.81
1,St Louis Park, MN,-93.39,44.94
9,St Louis, MO,-90.36,38.74
1,St Mary'S, OH,-84.38,40.55
1,St Matthews, KY,-85.64,38.26
3,St Paul, MN,-93.21,44.88
1,St Petersburg, FL,-82.63,27.77
1,St Simon'S Island, GA,-81.39,31.16
1,St. Charles, IL,-88.31,41.91
1,St. Charles, MO,-90.49,38.77
2,St. Clairsville, OH,-80.87,40.07
1,St. Cloud, FL,-81.31,28.25
1,St. Cloud, MN,-94.19,45.55
5,St. George, UT,-113.6,37.13
1,St. Helens, OR,-122.83,45.85
3,St. Joseph, MO,-94.8,39.77
2,St. Louis Park, MN,-93.33,44.95
18,St. Louis, MO,-90.32,38.63
8,St. Paul, MN,-93.14,44.94
2,St. Peters, MO,-90.63,38.79
3,St. Petersburg, FL,-82.76,27.81
1,St. Robert, MO,-92.14,37.82
1,Stafford, TX,-95.57,29.62
4,Stafford, VA,-77.41,38.47
7,Stamford, CT,-73.54,41.05
1,Stanford, CA,-122.17,37.42
1,Stanton, CA,-117.99,33.79
3,Stanwood, WA,-122.33,48.24
2,Starkville, MS,-88.81,33.45
4,State College, PA,-77.86,40.8
2,Stateline, NV,-119.94,38.96
10,Staten Island, NY,-74.23,40.53
2,Statesboro, GA,-81.76,32.44
1,Statesville, NC,-80.86,35.79
1,Staunton, VA,-79.04,38.13
1,Stayton, OR,-122.8,44.81
3,Steamboat Springs, CO,-106.83,40.47
1,Stephenville, TX,-98.24,32.2
7,Sterling Heights, MI,-83.09,42.56
1,Sterling Park, VA,-77.41,39.0
13,Sterling, VA,-77.4,39.03
1,Stevens Point, WI,-89.57,44.53
1,Stevenson Ranch, CA,-118.57,34.39
2,Stillwater, MN,-92.84,45.04
2,Stillwater, OK,-97.06,36.13
1,Stockbridge, GA,-84.22,33.51
18,Stockton, CA,-121.32,38.0
1,Stone Mountain, GA,-84.13,33.84
4,Stony Brook, NY,-73.12,40.91
1,Stony Creek, VA,-77.39,36.97
1,Storrs, CT,-72.24,41.8
1,Stoughton, MA,-71.07,42.15
2,Stow, OH,-81.41,41.16
2,Stowe, PA,-75.65,40.26
1,Stratford, CT,-73.13,41.2
2,Streamwood, IL,-88.2,42.02
1,Streator, IL,-88.84,41.15
2,Streetsboro, OH,-81.35,41.24
5,Strongsville, OH,-81.83,41.31
1,Stroudsburg, PA,-75.2,40.98
4,Stuart, FL,-80.27,27.24
4,Studio City, CA,-118.41,34.14
1,Sturgeon Bay, WI,-87.4,44.82
1,Sudbury, MA,-71.43,42.36
1,Suffern, NY,-74.11,41.11
4,Suffolk, VA,-76.47,36.86
1,Sugar Hill, GA,-84.08,34.12
6,Sugar Land, TX,-95.68,29.59
3,Sugarland, TX,-95.62,29.6
1,Suisun City, CA,-122.02,38.25
1,Sulphur, LA,-93.36,30.23
5,Summerville, SC,-80.18,33.0
1,Summit, NJ,-74.36,40.72
2,Sumner, WA,-122.23,47.2
1,Sumter, SC,-80.39,33.96
2,Sun City West, AZ,-112.36,33.67
3,Sun City, AZ,-112.29,33.6
2,Sun Prairie, WI,-89.27,43.17
2,Sunbury, OH,-82.92,40.26
1,Sunland, CA,-118.31,34.26
1,Sunny Isles Beach, FL,-80.12,25.93
1,Sunnyside, NY,-73.92,40.74
1,Sunnyside, WA,-120.01,46.32
11,Sunnyvale, CA,-122.04,37.37
5,Sunrise, FL,-80.33,26.12
1,Sunriver, OR,-121.44,43.87
1,Sunset Hills, MO,-90.41,38.56
3,Superior, CO,-105.17,39.96
1,Surfside, FL,-80.12,25.89
10,Surprise, AZ,-112.37,33.66
2,Susanville, CA,-120.64,40.41
1,Sussex, WI,-88.24,43.14
2,Sutton, MA,-71.74,42.16
6,Suwanee, GA,-84.17,34.1
1,Swampscott, MA,-70.9,42.48
1,Swannanoa, NC,-82.42,35.6
1,Swansea, MA,-71.21,41.75
1,Sweet Home, OR,-122.73,44.4
1,Sylmar, CA,-118.43,34.31
2,Sylvania, OH,-83.69,41.71
1,Syosset, NY,-73.5,40.81
7,Syracuse, NY,-76.1,43.05
1,Tabb, VA,-76.47,37.11
28,Tacoma, WA,-122.46,47.26
1,Taft, CA,-119.47,35.15
1,Takoma Park, MD,-76.99,38.99
14,Tallahassee, FL,-84.25,30.5
42,Tampa, FL,-82.5,27.92
1,Tarentum, PA,-79.8,40.57
1,Tarpon Springs, FL,-82.74,28.14
3,Tarzana, CA,-118.54,34.17
2,Taunton, MA,-71.07,41.88
2,Taylor, MI,-83.26,42.2
1,Taylors, SC,-82.28,34.94
1,Taylorsville, UT,-111.94,40.65
1,Taylorville, IL,-89.29,39.56
2,Tehachapi, CA,-118.47,35.13
1,Telluride, CO,-107.85,37.93
13,Temecula, CA,-117.13,33.48
29,Tempe, AZ,-111.96,33.38
1,Temple City, CA,-118.07,34.1
1,Temple, PA,-75.93,40.4
4,Temple, TX,-97.36,31.1
3,Terre Haute, IN,-87.41,39.41
2,Terrell, TX,-96.28,32.7
1,Texarkana, AR,-94.04,33.46
1,Texarkana, TX,-94.09,33.46
2,Texas City, TX,-95.06,29.42
1,Thatcher, AZ,-109.74,32.84
1,The Colony, TX,-96.89,33.07
3,The Dalles, OR,-121.19,45.6
1,The Villages, FL,-81.97,28.91
11,The Woodlands, TX,-95.59,30.19
1,Thibodaux, LA,-90.82,29.81
1,Thompsons Station, TN,-86.91,35.78
11,Thornton, CO,-104.98,40.0
15,Thousand Oaks, CA,-118.79,34.18
1,Tifton, GA,-83.53,31.45
12,Tigard, OR,-122.8,45.4
2,Tillamook, OR,-123.85,45.47
1,Tilton, NH,-71.56,43.46
3,Timonium, MD,-76.62,39.43
2,Tinley Park, IL,-87.79,41.6
1,Tinmath, CO,-104.99,40.52
1,Tinton Falls, NJ,-74.09,40.22
2,Titusville, FL,-80.84,28.55
9,Toledo, OH,-83.62,41.68
1,Tolleson, AZ,-112.27,33.42
1,Tomah, WI,-90.51,44.02
5,Tomball, TX,-95.64,30.09
3,Toms River, NJ,-74.16,39.95
1,Tooele, UT,-112.3,40.55
5,Topeka, KS,-95.73,39.05
1,Toppenish, WA,-120.32,46.38
2,Topsham, ME,-69.96,43.94
18,Torrance, CA,-118.37,33.86
2,Torrington, CT,-73.08,41.82
1,Town And Country, MO,-90.48,38.63
1,Town Of Southwest Ranches, FL,-80.36,26.03
8,Towson, MD,-76.6,39.4
6,Tracy, CA,-121.45,37.74
2,Traverse City, MI,-85.64,44.73
1,Travis Afb, CA,-121.95,38.27
1,Trenton, NJ,-74.64,40.18
1,Trevose, PA,-74.96,40.14
2,Trexlertown, PA,-75.56,40.57
1,Trinidad, CO,-104.51,37.17
1,Trinity, FL,-82.67,28.2
1,Triple Army Medical Center, HI,-157.9,21.36
1,Trophy Club, TX,-97.21,33.0
3,Troutdale, OR,-122.41,45.53
13,Troy, MI,-83.18,42.56
1,Troy, NY,-73.68,42.74
1,Troy, OH,-84.22,40.03
3,Truckee, CA,-120.21,39.33
1,Trumball, CT,-73.22,41.23
3,Trumbull, CT,-73.15,41.23
1,Trussville, AL,-86.65,33.6
4,Tualatin, OR,-122.91,45.5
1,Tuckahoe, NY,-73.83,40.95
3,Tucker, GA,-84.25,33.84
59,Tucson, AZ,-111.09,32.13
2,Tujunga, CA,-118.3,34.26
8,Tukwila, WA,-122.26,47.45
1,Tulalip, WA,-122.19,48.09
2,Tulare, CA,-119.33,36.23
22,Tulsa, OK,-95.89,36.0
4,Tumwater, WA,-122.91,47.0
1,Tunica, MS,-90.33,34.85
2,Tupelo, MS,-88.71,34.3
7,Turlock, CA,-120.88,37.52
2,Turnersville, NJ,-75.04,39.73
4,Tuscaloosa, AL,-87.55,33.21
1,Tuscon, AZ,-110.99,32.16
9,Tustin, CA,-117.83,33.7
1,Twentynine Palms, CA,-116.06,34.24
3,Twin Falls, ID,-114.46,42.59
1,Twinsburg, OH,-81.44,41.31
6,Tyler, TX,-95.28,32.31
3,Ukiah, CA,-123.2,39.15
1,Uncasville, CT,-72.09,41.49
5,Union City, CA,-122.07,37.6
1,Union, KY,-84.68,38.93
3,Union, NJ,-74.31,40.69
1,Uniondale, NY,-73.59,40.72
1,Uniontown, OH,-81.47,40.96
1,Uniontown, PA,-79.76,39.91
3,Universal City, CA,-118.36,34.14
2,University City, MO,-90.34,38.66
1,University Park, PA,-77.86,40.81
2,University Place, WA,-122.54,47.22
5,Upland, CA,-117.67,34.11
3,Upper Arlington, OH,-83.07,40.05
1,Upper Darby, PA,-75.29,39.96
1,Upper Marlboro, MD,-76.79,38.79
1,Upper Montclair, NJ,-74.21,40.84
1,Upper Southampton Township, PA,-75.04,40.17
3,Urbana, IL,-88.23,40.11
1,Urbana, MD,-77.35,39.33
3,Urbandale, IA,-93.74,41.63
1,Utica, MI,-83.01,42.67
1,Va Beach, VA,-76.17,36.81
9,Vacaville, CA,-121.96,38.36
2,Vadnais Heights, MN,-93.06,45.05
4,Vail, CO,-106.42,39.63
1,Valaparaiso, IN,-87.09,41.46
3,Valdosta, GA,-83.3,30.88
7,Valencia, CA,-118.55,34.45
7,Vallejo, CA,-122.21,38.08
1,Valley Center, CA,-116.95,33.27
1,Valley Grove, WV,-80.6,40.06
1,Valley Park, MO,-90.5,38.54
1,Valley Springs, CA,-120.82,38.19
2,Valley Stream, NY,-73.72,40.66
2,Valley Village, CA,-118.4,34.16
1,Valparaiso, IN,-87.03,41.47
1,Van Buren, AR,-94.36,35.47
9,Van Nuys, CA,-118.45,34.17
31,Vancouver, WA,-122.53,45.62
1,Vandalia, OH,-84.22,39.9
1,Venice, CA,-118.46,34.0
2,Venice, FL,-82.39,27.05
13,Ventura, CA,-119.29,34.28
2,Veradale, WA,-117.2,47.66
1,Vernal, UT,-109.54,40.46
5,Vernon Hills, IL,-87.96,42.24
1,Vernon, CT,-72.49,41.83
1,Vernon, NJ,-74.49,41.19
3,Vero Beach, FL,-80.46,27.64
1,Verona, PA,-79.81,40.52
2,Versailles, KY,-84.71,38.05
3,Vestal, NY,-76.0,42.09
2,Vestavia Hills, AL,-86.74,33.46
3,Victor, NY,-77.44,43.03
2,Victoria, TX,-97.0,28.86
7,Victorville, CA,-117.32,34.51
4,Vienna, VA,-77.24,38.93
1,Viera, FL,-80.72,28.23
2,Villa Park, IL,-87.98,41.91
1,Villanova, PA,-75.35,40.04
1,Vineland, NJ,-75.04,39.43
31,Virginia Beach, VA,-76.13,36.83
1,Virginia, MN,-92.55,47.51
10,Visalia, CA,-119.29,36.33
12,Vista, CA,-117.23,33.13
1,Volo, IL,-88.17,42.36
1,Voorhees, NJ,-74.93,39.84
1,W Columbia, SC,-81.11,34.0
1,W. Hempstead, NY,-73.65,40.71
1,W. Richland, WA,-119.31,46.26
1,Waban, MA,-71.23,42.33
6,Waco, TX,-97.11,31.55
1,Waconia, MN,-93.77,44.85
2,Wadsworth, OH,-81.73,41.05
1,Waianae, HI,-158.18,21.44
1,Waikoloa, HI,-155.88,19.91
1,Wailea, HI,-156.44,20.69
1,Wailuku, HI,-156.49,20.89
3,Waipahu, HI,-158.01,21.4
1,Waite Park, MN,-94.22,45.55
2,Wake Forest, NC,-78.5,35.94
1,Wakefield, RI,-71.49,41.44
5,Waldorf, MD,-76.92,38.63
1,Walker, MI,-85.69,43.02
1,Wall Township, NJ,-74.06,40.15
5,Walla Walla, WA,-118.35,46.05
2,Walled Lake, MI,-83.44,42.53
1,Wallingford, CT,-72.81,41.48
16,Walnut Creek, CA,-122.06,37.9
2,Walnut, CA,-117.84,34.03
1,Walpole, MA,-71.22,42.14
2,Waltham, MA,-71.23,42.41
1,Walton, KY,-84.62,38.89
1,Wantagh, NY,-73.51,40.69
1,Wareham, MA,-70.75,41.78
1,Warminster, PA,-75.1,40.21
2,Warner Robins, GA,-83.67,32.62
1,Warr Acres, OK,-97.62,35.55
2,Warren, MI,-83.08,42.49
1,Warren, NJ,-74.49,40.62
1,Warren, OH,-80.74,41.22
1,Warrensburg, MO,-93.72,38.78
2,Warrenton, OR,-123.9,46.16
4,Warrenton, VA,-77.8,38.73
2,Warrenville, IL,-88.17,41.8
1,Warrington, PA,-75.14,40.22
2,Warsaw, IN,-85.83,41.24
6,Warwick, RI,-71.41,41.73
3,Washington Dc, DC,-77.03,38.9
1,Washington Township, PA,-80.23,40.18
87,Washington, DC,-77.03,38.9
1,Washington, MO,-90.98,38.53
1,Washington, PA,-80.22,40.19
2,Washougal, WA,-122.33,45.58
4,Wasilla, AK,-149.41,61.58
2,Watauga, TX,-97.26,32.89
1,Watchung, NJ,-74.41,40.64
2,Waterbury, CT,-73.03,41.58
1,Waterfall, PA,-78.09,40.06
1,Waterford, CT,-72.14,41.37
1,Waterford, MI,-83.39,42.66
3,Waterloo, IA,-92.33,42.46
1,Watertown, CT,-73.11,41.59
2,Watertown, MA,-71.18,42.37
2,Watertown, NY,-75.96,43.97
1,Watertown, SD,-97.07,44.89
1,Waterville, ME,-69.64,44.57
1,Waterville, OH,-83.76,41.51
2,Watsonville, CA,-121.77,36.92
4,Waukegan, IL,-87.86,42.41
4,Waukesha, WI,-88.24,43.02
2,Wausau, WI,-89.66,44.96
8,Wauwatosa, WI,-88.05,43.07
1,Waverly, OH,-82.98,39.13
2,Waxahachie, TX,-96.84,32.42
2,Waxhaw, NC,-80.8,35.02
1,Waycross, GA,-82.34,31.21
1,Wayland, MA,-71.36,42.32
6,Wayne, NJ,-74.2,40.94
3,Wayne, PA,-75.38,40.04
2,Waynesboro, VA,-78.95,38.06
1,Waynesville, MO,-92.23,37.81
1,Waynesville, NC,-82.99,35.5
1,Wayzata, MN,-93.51,44.97
3,Weatherford, TX,-97.79,32.73
1,Weaverville, CA,-122.93,40.72
1,Weaverville, NC,-82.57,35.7
1,Webb City, MO,-94.48,37.14
1,Webster Groves, MO,-90.34,38.59
1,Webster, MA,-71.86,42.06
2,Webster, NY,-77.46,43.21
5,Webster, TX,-95.14,29.54
1,Weirton, WV,-80.55,40.4
2,Wellesley, MA,-71.29,42.3
4,Wellington, FL,-80.25,26.67
3,Wenatchee, WA,-120.33,47.44
1,Wendover, NV,-114.04,40.74
2,Wentzville, MO,-90.85,38.82
1,Weslaco, TX,-98.01,26.17
2,Wesley Chapel, FL,-82.35,28.18
1,Wesley Chapel, NC,-80.7,35.0
2,West Allis, WI,-88.05,43.01
1,West Babylon, NY,-73.34,40.69
1,West Bend, WI,-88.18,43.4
1,West Bloomfield, MI,-83.36,42.54
1,West Burlington, IA,-91.17,40.82
1,West Caldwell, NJ,-74.3,40.85
3,West Chester, OH,-84.46,39.35
4,West Chester, PA,-75.6,39.95
1,West Chicago, IL,-88.21,41.91
5,West Covina, CA,-117.91,34.03
7,West Des Moines, IA,-93.75,41.6
1,West Dundee, IL,-88.29,42.1
1,West Gardiner, ME,-69.77,44.23
1,West Grove, PA,-75.87,39.82
4,West Hartford, CT,-72.75,41.79
2,West Haven, CT,-72.96,41.27
5,West Hills, CA,-118.62,34.19
7,West Hollywood, CA,-118.39,34.08
2,West Homestead, PA,-79.92,40.41
4,West Jordan, UT,-111.94,40.59
4,West Lafayette, IN,-86.91,40.42
1,West Lawn, PA,-76.0,40.34
4,West Linn, OR,-122.61,45.37
2,West Los Angeles, CA,-118.45,34.05
1,West Marietta, GA,-84.63,33.95
2,West Melbourne, FL,-80.67,28.04
2,West Milwaukee, WI,-87.97,43.02
1,West New York, NJ,-74.01,40.78
3,West Nyack, NY,-73.95,41.1
9,West Palm Beach, FL,-80.09,26.69
1,West Palm, FL,-80.21,26.65
1,West Point, NY,-73.97,41.4
1,West Point, UT,-112.06,41.12
1,West Roxbury, MA,-71.15,42.29
4,West Sacramento, CA,-121.54,38.55
1,West St. Paul, MN,-93.08,44.9
1,West Union, SC,-83.04,34.75
2,West Unity, OH,-84.4,41.61
3,West Valley City, UT,-112.02,40.71
1,Westboro, MA,-71.61,42.27
2,Westborough, MA,-71.65,42.28
3,Westbury, NY,-73.6,40.74
1,Westchester, CA,-118.4,33.96
1,Westchester, IL,-87.9,41.85
2,Westchester, OH,-84.37,39.35
1,Westchester, PA,-75.56,39.9
1,Western Springs, IL,-87.9,41.81
5,Westerville, OH,-82.93,40.11
3,Westfield, IN,-86.11,40.04
1,Westfield, MA,-72.73,42.11
1,Westfield, NJ,-74.35,40.65
1,Westford, MA,-71.42,42.57
1,Westlake Village, CA,-118.82,34.18
1,Westlake, CA,-118.83,34.15
2,Westlake, OH,-81.95,41.46
2,Westland, MI,-83.39,42.34
1,Westminister, MD,-76.97,39.57
8,Westminster, CA,-118.01,33.75
15,Westminster, CO,-105.08,39.89
2,Westminster, MD,-76.98,39.56
1,Westmont, IL,-87.98,41.81
1,Westmoreland, NY,-75.4,43.12
3,Weston, FL,-80.38,26.1
3,Westport, CT,-73.3,41.14
2,Westwood, CA,-118.44,34.05
3,Westwood, MA,-71.22,42.22
1,Westwood, NJ,-74.03,40.99
1,Wethersfield, CT,-72.66,41.69
3,Wexford, PA,-80.05,40.62
1,Weymouth, MA,-70.96,42.17
7,Wheat Ridge, CO,-105.05,39.77
5,Wheaton, IL,-88.1,41.83
